,id,start,end,gene_name,strand,locus_tag,interval
2703,gene-PA1270,1379413,1381452,PA1270,+,PA1270,"[1379413, 1381452]"
2705,gene-PA1271,1381804,1383654,PA1271,+,PA1271,"[1381804, 1383654]"
2708,gene-PA1272,1383718,1384329,cobO,+,PA1272,"[1383718, 1384329]"
2710,gene-PA1273,1384361,1385668,cobB,+,PA1273,"[1384361, 1385668]"
2712,gene-PA1274,1385670,1386326,PA1274,+,PA1274,"[1385670, 1386326]"
2714,gene-PA1275,1386323,1387261,cobD,+,PA1275,"[1386323, 1387261]"
2716,gene-PA1276,1387254,1388249,cobC,+,PA1276,"[1387254, 1388249]"
2718,gene-PA1277,1388242,1389714,cobQ,+,PA1277,"[1388242, 1389714]"
2720,gene-PA1278,1389707,1390228,cobP,+,PA1278,"[1389707, 1390228]"
2722,gene-PA1279,1390225,1391280,cobU,+,PA1279,"[1390225, 1391280]"
2724,gene-PA1280,1391277,1391861,PA1280,+,PA1280,"[1391277, 1391861]"
2726,gene-PA1281,1391864,1392601,cobV,+,PA1281,"[1391864, 1392601]"
2728,gene-PA1282,1392564,1394069,PA1282,-,PA1282,"[1392564, 1394069]"
2732,gene-PA1283,1394188,1394748,PA1283,+,PA1283,"[1394188, 1394748]"
2734,gene-PA1284,1394779,1396599,PA1284,-,PA1284,"[1394779, 1396599]"
2736,gene-PA1285,1396731,1397180,PA1285,+,PA1285,"[1396731, 1397180]"
2738,gene-PA1286,1397254,1398453,PA1286,+,PA1286,"[1397254, 1398453]"
2740,gene-PA1287,1398618,1399172,PA1287,+,PA1287,"[1398618, 1399172]"
2742,gene-PA1288,1399231,1400505,PA1288,-,PA1288,"[1399231, 1400505]"
2744,gene-PA1289,1400711,1401190,PA1289,-,PA1289,"[1400711, 1401190]"
2746,gene-PA1290,1401412,1402005,PA1290,-,PA1290,"[1401412, 1402005]"
2748,gene-PA1291,1402117,1402956,PA1291,+,PA1291,"[1402117, 1402956]"
2750,gene-PA1292,1402981,1403835,PA1292,-,PA1292,"[1402981, 1403835]"
2752,gene-PA1293,1404136,1405197,PA1293,-,PA1293,"[1404136, 1405197]"
2754,gene-PA1294,1405338,1406462,rnd,+,PA1294,"[1405338, 1406462]"
2756,gene-PA1295,1406459,1406752,PA1295,+,PA1295,"[1406459, 1406752]"
2758,gene-PA1296,1407007,1407939,PA1296,+,PA1296,"[1407007, 1407939]"
2760,gene-PA1297,1407951,1408931,PA1297,-,PA1297,"[1407951, 1408931]"
2762,gene-PA1298,1408999,1409274,PA1298,+,PA1298,"[1408999, 1409274]"
2764,gene-PA1299,1409351,1409800,PA1299,+,PA1299,"[1409351, 1409800]"
2766,gene-PA1300,1409949,1410476,PA1300,+,PA1300,"[1409949, 1410476]"
2768,gene-PA1301,1410473,1411456,PA1301,+,PA1301,"[1410473, 1411456]"
2770,gene-PA1302,1411585,1414140,PA1302,+,PA1302,"[1411585, 1414140]"
2772,gene-PA1303,1414147,1414686,PA1303,-,PA1303,"[1414147, 1414686]"
2774,gene-PA1304,1414763,1416814,PA1304,-,PA1304,"[1414763, 1416814]"
2776,gene-PA1305,1416963,1417436,PA1305,+,PA1305,"[1416963, 1417436]"
2778,gene-PA1306,1417500,1417961,PA1306,+,PA1306,"[1417500, 1417961]"
2780,gene-PA1307,1417965,1418738,PA1307,+,PA1307,"[1417965, 1418738]"
2782,gene-PA1308,1418765,1419289,PA1308,+,PA1308,"[1418765, 1419289]"
2784,gene-PA1309,1419298,1420158,PA1309,-,PA1309,"[1419298, 1420158]"
2786,gene-PA1310,1420326,1421441,phnW,+,PA1310,"[1420326, 1421441]"
2788,gene-PA1311,1421477,1422304,phnX,+,PA1311,"[1421477, 1422304]"
2790,gene-PA1312,1422355,1423266,PA1312,-,PA1312,"[1422355, 1423266]"
2792,gene-PA1313,1423374,1424732,PA1313,+,PA1313,"[1423374, 1424732]"
2794,gene-PA1314,1424746,1425132,PA1314,+,PA1314,"[1424746, 1425132]"
2796,gene-PA1315,1425140,1425754,PA1315,-,PA1315,"[1425140, 1425754]"
2798,gene-PA1316,1425912,1427453,PA1316,+,PA1316,"[1425912, 1427453]"
2800,gene-PA1317,1428080,1429075,cyoA,+,PA1317,"[1428080, 1429075]"
2802,gene-PA1318,1429082,1431058,cyoB,+,PA1318,"[1429082, 1431058]"
2804,gene-PA1319,1431062,1431691,cyoC,+,PA1319,"[1431062, 1431691]"
2806,gene-PA1320,1431691,1432026,cyoD,+,PA1320,"[1431691, 1432026]"
2809,gene-PA1321,1432037,1432927,cyoE,+,PA1321,"[1432037, 1432927]"
2812,gene-PA1322,1433166,1435364,PA1322,+,PA1322,"[1433166, 1435364]"
2814,gene-PA1323,1435493,1435825,PA1323,+,PA1323,"[1435493, 1435825]"
2816,gene-PA1324,1435885,1436397,PA1324,+,PA1324,"[1435885, 1436397]"
2818,gene-PA1324.1,1436491,1436618,PA1324.1,+,PA1324.1,"[1436491, 1436618]"
2821,gene-PA1325,1436663,1437070,PA1325,+,PA1325,"[1436663, 1437070]"
2823,gene-PA1326,1437067,1438614,ilvA2,+,PA1326,"[1437067, 1438614]"
2825,gene-PA1327,1438706,1440676,PA1327,+,PA1327,"[1438706, 1440676]"
2827,gene-PA1328,1440639,1441547,PA1328,-,PA1328,"[1440639, 1441547]"
2829,gene-PA1329,1441632,1442063,PA1329,+,PA1329,"[1441632, 1442063]"
2831,gene-PA1330,1442069,1442848,PA1330,+,PA1330,"[1442069, 1442848]"
2833,gene-PA1331,1442904,1444451,PA1331,-,PA1331,"[1442904, 1444451]"
2836,gene-PA1332,1444720,1445271,PA1332,-,PA1332,"[1444720, 1445271]"
2838,gene-PA1333,1445405,1445611,PA1333,-,PA1333,"[1445405, 1445611]"
2840,gene-PA1334,1445806,1446918,PA1334,-,PA1334,"[1445806, 1446918]"
2842,gene-PA1335,1447226,1448503,PA1335,-,PA1335,"[1447226, 1448503]"
2844,gene-PA1336,1448548,1450449,PA1336,-,PA1336,"[1448548, 1450449]"
2846,gene-PA1337,1450545,1451633,ansB,-,PA1337,"[1450545, 1451633]"
2848,gene-PA1338,1451719,1453392,ggt,-,PA1338,"[1451719, 1453392]"
2850,gene-PA1339,1453470,1454204,PA1339,-,PA1339,"[1453470, 1454204]"
2852,gene-PA1340,1454201,1454869,PA1340,-,PA1340,"[1454201, 1454869]"
2854,gene-PA1341,1454866,1455612,PA1341,-,PA1341,"[1454866, 1455612]"
2856,gene-PA1342,1455815,1456723,PA1342,-,PA1342,"[1455815, 1456723]"
2858,gene-PA1343,1457175,1457633,PA1343,+,PA1343,"[1457175, 1457633]"
2860,gene-PA1344,1457729,1458523,PA1344,+,PA1344,"[1457729, 1458523]"
2862,gene-PA1345,1458707,1460296,PA1345,+,PA1345,"[1458707, 1460296]"
2864,gene-PA1346,1460307,1461854,PA1346,-,PA1346,"[1460307, 1461854]"
2866,gene-PA1347,1461938,1462630,PA1347,-,PA1347,"[1461938, 1462630]"
2868,gene-PA1348,1462696,1463403,PA1348,+,PA1348,"[1462696, 1463403]"
2870,gene-PA1349,1463586,1463936,PA1349,+,PA1349,"[1463586, 1463936]"
2872,gene-PA1350,1464111,1464860,PA1350,+,PA1350,"[1464111, 1464860]"
2874,gene-PA1351,1464878,1466101,PA1351,+,PA1351,"[1464878, 1466101]"
2876,gene-PA1352,1466109,1467320,PA1352,-,PA1352,"[1466109, 1467320]"
2878,gene-PA1353,1467488,1467901,PA1353,-,PA1353,"[1467488, 1467901]"
2880,gene-PA1354,1467938,1468363,PA1354,-,PA1354,"[1467938, 1468363]"
2882,gene-PA1355,1468510,1468890,PA1355,+,PA1355,"[1468510, 1468890]"
2884,gene-PA1356,1468913,1470019,PA1356,+,PA1356,"[1468913, 1470019]"
2886,gene-PA1357,1470088,1470564,PA1357,+,PA1357,"[1470088, 1470564]"
2888,gene-PA1358,1470580,1470978,PA1358,-,PA1358,"[1470580, 1470978]"
2890,gene-PA1359,1471016,1471672,PA1359,-,PA1359,"[1471016, 1471672]"
2892,gene-PA1360,1471671,1472564,PA1360,+,PA1360,"[1471671, 1472564]"
2894,gene-PA1361,1472547,1473980,PA1361,-,PA1361,"[1472547, 1473980]"
2896,gene-PA1362,1474391,1474714,PA1362,+,PA1362,"[1474391, 1474714]"
2898,gene-PA1363,1474727,1475467,PA1363,+,PA1363,"[1474727, 1475467]"
2900,gene-PA1364,1475464,1476306,PA1364,+,PA1364,"[1475464, 1476306]"
2902,gene-PA1365,1476384,1478825,PA1365,+,PA1365,"[1476384, 1478825]"
2904,gene-PA1366,1479021,1479791,PA1366,-,PA1366,"[1479021, 1479791]"
2906,gene-PA1367,1480215,1481051,PA1367,-,PA1367,"[1480215, 1481051]"
2908,gene-PA1368,1481334,1482758,PA1368,-,PA1368,"[1481334, 1482758]"
2910,gene-PA1369,1483123,1483875,PA1369,+,PA1369,"[1483123, 1483875]"
2912,gene-PA1370,1483898,1485763,PA1370,+,PA1370,"[1483898, 1485763]"
2914,gene-PA1371,1486266,1486967,PA1371,-,PA1371,"[1486266, 1486967]"
2916,gene-PA1372,1486960,1489095,PA1372,-,PA1372,"[1486960, 1489095]"
2918,gene-PA1373,1489815,1491083,fabF2,-,PA1373,"[1489815, 1491083]"
2920,gene-PA1374,1491192,1491698,PA1374,+,PA1374,"[1491192, 1491698]"
2922,gene-PA1375,1491913,1493055,pdxB,+,PA1375,"[1491913, 1493055]"
2924,gene-PA1376,1493090,1494823,aceK,-,PA1376,"[1493090, 1494823]"
2926,gene-PA1377,1494959,1495492,PA1377,+,PA1377,"[1494959, 1495492]"
2928,gene-PA1378,1495635,1495997,PA1378,+,PA1378,"[1495635, 1495997]"
2930,gene-PA1379,1496087,1496920,PA1379,-,PA1379,"[1496087, 1496920]"
2932,gene-PA1380,1497012,1497977,PA1380,+,PA1380,"[1497012, 1497977]"
2934,gene-PA1381,1498338,1498829,PA1381,+,PA1381,"[1498338, 1498829]"
2936,gene-PA1382,1498813,1501092,PA1382,+,PA1382,"[1498813, 1501092]"
2938,gene-PA1383,1501611,1503416,PA1383,+,PA1383,"[1501611, 1503416]"
2940,gene-PA1384,1503568,1504581,galE,+,PA1384,"[1503568, 1504581]"
2942,gene-PA1385,1504605,1505729,PA1385,+,PA1385,"[1504605, 1505729]"
2944,gene-PA1386,1505749,1507017,PA1386,+,PA1386,"[1505749, 1507017]"
2946,gene-PA1387,1507164,1508720,PA1387,+,PA1387,"[1507164, 1508720]"
2948,gene-PA1388,1508737,1509465,PA1388,+,PA1388,"[1508737, 1509465]"
2950,gene-PA1389,1509562,1511046,PA1389,+,PA1389,"[1509562, 1511046]"
2952,gene-PA1390,1511232,1512266,PA1390,+,PA1390,"[1511232, 1512266]"
2954,gene-PA1391,1512260,1514035,PA1391,+,PA1391,"[1512260, 1514035]"
2956,gene-PA1392,1514036,1515280,PA1392,+,PA1392,"[1514036, 1515280]"
2958,gene-PA1393,1515337,1515927,cysC,-,PA1393,"[1515337, 1515927]"
2960,gene-PA1394,1516433,1516687,PA1394,+,PA1394,"[1516433, 1516687]"
2962,gene-PA1395,1516703,1517119,PA1395,+,PA1395,"[1516703, 1517119]"
2964,gene-PA1396,1517146,1518768,PA1396,-,PA1396,"[1517146, 1518768]"
2966,gene-PA1397,1518914,1519546,PA1397,+,PA1397,"[1518914, 1519546]"
2968,gene-PA1398,1519627,1519968,PA1398,+,PA1398,"[1519627, 1519968]"
2970,gene-PA1399,1519984,1520904,PA1399,-,PA1399,"[1519984, 1520904]"
2972,gene-PA1400,1521109,1524396,PA1400,+,PA1400,"[1521109, 1524396]"
2974,gene-PA1401,1524424,1524831,PA1401,-,PA1401,"[1524424, 1524831]"
2976,gene-PA1402,1524909,1525574,PA1402,-,PA1402,"[1524909, 1525574]"
2978,gene-PA1403,1525667,1526299,PA1403,+,PA1403,"[1525667, 1526299]"
2980,gene-PA1404,1526430,1526657,PA1404,-,PA1404,"[1526430, 1526657]"
2982,gene-PA1405,1527191,1528783,PA1405,+,PA1405,"[1527191, 1528783]"
2984,gene-PA1406,1528803,1529561,PA1406,-,PA1406,"[1528803, 1529561]"
2986,gene-PA1407,1529597,1530538,PA1407,-,PA1407,"[1529597, 1530538]"
2988,gene-PA1408,1530605,1533028,PA1408,-,PA1408,"[1530605, 1533028]"
2990,gene-PA1409,1533238,1534278,aphA,+,PA1409,"[1533238, 1534278]"
2992,gene-PA1410,1534289,1535380,PA1410,+,PA1410,"[1534289, 1535380]"
2994,gene-PA1411,1535586,1536497,PA1411,+,PA1411,"[1535586, 1536497]"
2996,gene-PA1412,1536457,1537650,PA1412,-,PA1412,"[1536457, 1537650]"
2998,gene-PA1413,1537755,1538627,PA1413,+,PA1413,"[1537755, 1538627]"
3000,gene-PA1414,1538683,1538916,PA1414,+,PA1414,"[1538683, 1538916]"
3002,gene-PA1415,1538976,1539704,PA1415,-,PA1415,"[1538976, 1539704]"
3004,gene-PA1416,1539749,1541131,PA1416,-,PA1416,"[1539749, 1541131]"
3006,gene-PA1417,1541145,1542746,PA1417,-,PA1417,"[1541145, 1542746]"
3008,gene-PA1418,1542822,1544213,PA1418,-,PA1418,"[1542822, 1544213]"
3010,gene-PA1419,1544307,1545818,PA1419,-,PA1419,"[1544307, 1545818]"
3012,gene-PA1420,1545837,1546256,PA1420,-,PA1420,"[1545837, 1546256]"
3014,gene-PA1421,1546271,1547230,gbuA,-,PA1421,"[1546271, 1547230]"
3016,gene-PA1422,1547437,1548330,gbuR,+,PA1422,"[1547437, 1548330]"
3018,gene-PA1423,1548334,1549587,bdlA,-,PA1423,"[1548334, 1549587]"
3020,gene-PA1424,1549883,1550494,PA1424,+,PA1424,"[1549883, 1550494]"
3022,gene-PA1424a,1550452,1550787,PA1424a,-,PA1424a,"[1550452, 1550787]"
3024,gene-PA1425,1550984,1552600,PA1425,+,PA1425,"[1550984, 1552600]"
3026,gene-PA1428a,1552566,1554155,PA1428a,-,PA1428a,"[1552566, 1554155]"
3028,gene-PA1428,1554415,1554846,PA1428,+,PA1428,"[1554415, 1554846]"
3030,gene-PA1429,1555012,1557720,PA1429,+,PA1429,"[1555012, 1557720]"
3035,gene-PA1430,1558171,1558890,lasR,+,PA1430,"[1558171, 1558890]"
3037,gene-PA1431,1558880,1559122,rsaL,-,PA1431,"[1558880, 1559122]"
3041,gene-PA1432,1559254,1559859,lasI,+,PA1432,"[1559254, 1559859]"
3043,gene-PA1433,1559966,1561918,PA1433,-,PA1433,"[1559966, 1561918]"
3046,gene-PA1434,1561919,1562632,PA1434,-,PA1434,"[1561919, 1562632]"
3048,gene-PA1435,1562813,1563970,PA1435,+,PA1435,"[1562813, 1563970]"
3050,gene-PA1436,1563967,1567077,PA1436,+,PA1436,"[1563967, 1567077]"
3052,gene-PA1437,1567181,1567870,PA1437,+,PA1437,"[1567181, 1567870]"
3054,gene-PA1438,1567848,1569293,PA1438,+,PA1438,"[1567848, 1569293]"
3056,gene-PA1439,1569302,1569709,PA1439,-,PA1439,"[1569302, 1569709]"
3058,gene-PA1440,1569721,1570308,PA1440,-,PA1440,"[1569721, 1570308]"
3060,gene-PA1441,1570496,1571779,PA1441,+,PA1441,"[1570496, 1571779]"
3062,gene-PA1442,1572023,1572544,PA1442,+,PA1442,"[1572023, 1572544]"
3064,gene-PA1443,1572552,1573523,fliM,+,PA1443,"[1572552, 1573523]"
3066,gene-PA1444,1573551,1574024,fliN,+,PA1444,"[1573551, 1574024]"
3068,gene-PA1445,1574026,1574478,fliO,+,PA1445,"[1574026, 1574478]"
3070,gene-PA1446,1574475,1575242,fliP,+,PA1446,"[1574475, 1575242]"
3072,gene-PA1447,1575290,1575559,fliQ,+,PA1447,"[1575290, 1575559]"
3074,gene-PA1448,1575559,1576335,fliR,+,PA1448,"[1575559, 1576335]"
3076,gene-PA1449,1576338,1577474,flhB,+,PA1449,"[1576338, 1577474]"
3078,gene-PA1450,1577547,1578806,PA1450,+,PA1450,"[1577547, 1578806]"
3080,gene-PA1451,1578839,1580182,PA1451,+,PA1451,"[1578839, 1580182]"
3082,gene-PA1452,1580321,1582444,flhA,+,PA1452,"[1580321, 1582444]"
3084,gene-PA1453,1582528,1583817,flhF,+,PA1453,"[1582528, 1583817]"
3086,gene-PA1454,1583956,1584798,fleN,+,PA1454,"[1583956, 1584798]"
3088,gene-PA1455,1584795,1585538,fliA,+,PA1455,"[1584795, 1585538]"
3090,gene-PA1456,1585640,1586014,cheY,+,PA1456,"[1585640, 1586014]"
3092,gene-PA1457,1586034,1586822,cheZ,+,PA1457,"[1586034, 1586822]"
3094,gene-PA1458,1587023,1589284,PA1458,+,PA1458,"[1587023, 1589284]"
3096,gene-PA1459,1589338,1590444,PA1459,+,PA1459,"[1589338, 1590444]"
3098,gene-PA1460,1590533,1591273,motC,+,PA1460,"[1590533, 1591273]"
3100,gene-PA1461,1591286,1592176,motD,+,PA1461,"[1591286, 1592176]"
3102,gene-PA1462,1592271,1593059,PA1462,+,PA1462,"[1592271, 1593059]"
3104,gene-PA1463,1593151,1594041,PA1463,+,PA1463,"[1593151, 1594041]"
3106,gene-PA1464,1594087,1594566,PA1464,+,PA1464,"[1594087, 1594566]"
3108,gene-PA1465,1594597,1595004,PA1465,+,PA1465,"[1594597, 1595004]"
3110,gene-PA1466,1595032,1595718,PA1466,-,PA1466,"[1595032, 1595718]"
3112,gene-PA1467,1595827,1596798,PA1467,+,PA1467,"[1595827, 1596798]"
3114,gene-PA1468,1596889,1597305,PA1468,+,PA1468,"[1596889, 1597305]"
3116,gene-PA1469,1597365,1598087,PA1469,+,PA1469,"[1597365, 1598087]"
3118,gene-PA1470,1598221,1598958,PA1470,+,PA1470,"[1598221, 1598958]"
3120,gene-PA1471,1599024,1599320,PA1471,-,PA1471,"[1599024, 1599320]"
3122,gene-PA1472,1599428,1599982,PA1472,-,PA1472,"[1599428, 1599982]"
3124,gene-PA1473,1600083,1600418,PA1473,-,PA1473,"[1600083, 1600418]"
3126,gene-PA1474,1600415,1601893,PA1474,-,PA1474,"[1600415, 1601893]"
3129,gene-PA1475,1602179,1602880,ccmA,+,PA1475,"[1602179, 1602880]"
3131,gene-PA1476,1602877,1603548,ccmB,+,PA1476,"[1602877, 1603548]"
3134,gene-PA1477,1603671,1604429,ccmC,+,PA1477,"[1603671, 1604429]"
3136,gene-PA1478,1604426,1604602,PA1478,+,PA1478,"[1604426, 1604602]"
3139,gene-PA1479,1604599,1605087,ccmE,+,PA1479,"[1604599, 1605087]"
3141,gene-PA1480,1605088,1607061,ccmF,+,PA1480,"[1605088, 1607061]"
3143,gene-PA1481,1607065,1607607,ccmG,+,PA1481,"[1607065, 1607607]"
3145,gene-PA1482,1607604,1608071,ccmH,+,PA1482,"[1607604, 1608071]"
3147,gene-PA1483,1608068,1609291,cycH,+,PA1483,"[1608068, 1609291]"
3149,gene-PA1483a,1609318,1609734,PA1483a,+,PA1483a,"[1609318, 1609734]"
3151,gene-PA1484,1609738,1610544,PA1484,-,PA1484,"[1609738, 1610544]"
3153,gene-PA1485,1610745,1612112,PA1485,+,PA1485,"[1610745, 1612112]"
3155,gene-PA1486,1612126,1613226,PA1486,+,PA1486,"[1612126, 1613226]"
3157,gene-PA1487,1613234,1614649,PA1487,-,PA1487,"[1613234, 1614649]"
3161,gene-PA1488,1614670,1615908,PA1488,-,PA1488,"[1614670, 1615908]"
3163,gene-PA1489,1615895,1617085,PA1489,-,PA1489,"[1615895, 1617085]"
3165,gene-PA1490,1617489,1618265,PA1490,-,PA1490,"[1617489, 1618265]"
3167,gene-PA1491,1618612,1619847,PA1491,+,PA1491,"[1618612, 1619847]"
3169,gene-PA1492,1619907,1620263,PA1492,+,PA1492,"[1619907, 1620263]"
3171,gene-PA1493,1620345,1621343,cysP,-,PA1493,"[1620345, 1621343]"
3173,gene-PA1494,1621472,1623127,PA1494,-,PA1494,"[1621472, 1623127]"
3175,gene-PA1495,1623251,1623877,PA1495,-,PA1495,"[1623251, 1623877]"
3177,gene-PA1496,1623864,1624715,PA1496,-,PA1496,"[1623864, 1624715]"
3179,gene-PA1497,1624781,1625695,PA1497,-,PA1497,"[1624781, 1625695]"
3181,gene-PA1498,1626062,1627495,pykF,-,PA1498,"[1626062, 1627495]"
3183,gene-PA1499,1627497,1628762,PA1499,-,PA1499,"[1627497, 1628762]"
3185,gene-PA1500,1629059,1629949,PA1500,-,PA1500,"[1629059, 1629949]"
3187,gene-PA1501,1630024,1630806,PA1501,-,PA1501,"[1630024, 1630806]"
3189,gene-PA1502,1630902,1632677,gcl,-,PA1502,"[1630902, 1632677]"
3191,gene-PA1503,1633006,1633437,PA1503,+,PA1503,"[1633006, 1633437]"
3193,gene-PA1504,1633842,1634492,PA1504,-,PA1504,"[1633842, 1634492]"
3195,gene-PA1505,1634728,1635723,moaA2,+,PA1505,"[1634728, 1635723]"
3197,gene-PA1506,1635908,1636237,PA1506,+,PA1506,"[1635908, 1636237]"
3199,gene-PA1507,1636329,1637696,PA1507,-,PA1507,"[1636329, 1637696]"
3201,gene-PA1508,1638379,1638639,PA1508,-,PA1508,"[1638379, 1638639]"
3203,gene-PA1509,1638652,1639794,PA1509,-,PA1509,"[1638652, 1639794]"
3205,gene-PA1510,1639791,1641500,PA1510,-,PA1510,"[1639791, 1641500]"
3208,gene-PA1511,1641497,1644025,PA1511,-,PA1511,"[1641497, 1644025]"
3210,gene-PA1512,1644207,1644725,hcpA,-,PA1512,"[1644207, 1644725]"
3212,gene-PA1513,1645211,1646488,PA1513,-,PA1513,"[1645211, 1646488]"
3214,gene-PA1514,1646537,1647046,PA1514,-,PA1514,"[1646537, 1647046]"
3216,gene-PA1515,1647101,1648099,alc,-,PA1515,"[1647101, 1648099]"
3218,gene-PA1516,1648117,1648632,PA1516,-,PA1516,"[1648117, 1648632]"
3220,gene-PA1517,1648629,1649555,PA1517,-,PA1517,"[1648629, 1649555]"
3222,gene-PA1518,1649928,1650308,PA1518,+,PA1518,"[1649928, 1650308]"
3224,gene-PA1519,1650549,1651898,PA1519,-,PA1519,"[1650549, 1651898]"
3226,gene-PA1520,1652273,1653052,PA1520,+,PA1520,"[1652273, 1653052]"
3228,gene-PA1521,1653106,1654410,PA1521,-,PA1521,"[1653106, 1654410]"
3230,gene-PA1522,1654480,1655319,PA1522,-,PA1522,"[1654480, 1655319]"
3232,gene-PA1523,1655346,1657745,xdhB,-,PA1523,"[1655346, 1657745]"
3234,gene-PA1524,1657738,1659192,xdhA,-,PA1524,"[1657738, 1659192]"
3236,gene-PA1525,1659413,1660546,alkB2,-,PA1525,"[1659413, 1660546]"
3238,gene-PA1526,1660727,1661386,PA1526,+,PA1526,"[1660727, 1661386]"
3240,gene-PA1527,1661412,1664900,PA1527,+,PA1527,"[1661412, 1664900]"
3243,gene-PA1528,1665065,1665934,zipA,+,PA1528,"[1665065, 1665934]"
3245,gene-PA1529,1666025,1668409,lig,+,PA1529,"[1666025, 1668409]"
3247,gene-PA1530,1668455,1668832,PA1530,+,PA1530,"[1668455, 1668832]"
3249,gene-PA1530.1,1668840,1669799,ffs,+,PA1530.1,"[1668840, 1669799]"
3252,gene-PA1531,1669086,1669952,PA1531,-,PA1531,"[1669086, 1669952]"
3254,gene-PA1532,1669989,1672034,dnaX,+,PA1532,"[1669989, 1672034]"
3256,gene-PA1533,1672080,1672406,PA1533,+,PA1533,"[1672080, 1672406]"
3258,gene-PA1534,1672485,1673081,recR,+,PA1534,"[1672485, 1673081]"
3260,gene-PA1535,1673204,1674352,PA1535,+,PA1535,"[1673204, 1674352]"
3262,gene-PA1536,1674365,1674904,PA1536,-,PA1536,"[1674365, 1674904]"
3264,gene-PA1537,1674978,1675865,PA1537,-,PA1537,"[1674978, 1675865]"
3266,gene-PA1538,1675862,1677445,PA1538,-,PA1538,"[1675862, 1677445]"
3268,gene-PA1539,1677559,1678407,PA1539,+,PA1539,"[1677559, 1678407]"
3270,gene-PA1540,1678261,1678590,PA1540,-,PA1540,"[1678261, 1678590]"
3272,gene-PA1541,1678584,1678952,PA1541,-,PA1541,"[1678584, 1678952]"
3274,gene-PA1542,1679361,1680197,PA1542,-,PA1542,"[1679361, 1680197]"
3276,gene-PA1543,1680437,1680985,apt,-,PA1543,"[1680437, 1680985]"
3278,gene-PA1544,1681071,1681805,anr,-,PA1544,"[1681071, 1681805]"
3280,gene-PA1545,1682051,1682518,PA1545,+,PA1545,"[1682051, 1682518]"
3282,gene-PA1546,1682567,1683949,hemN,-,PA1546,"[1682567, 1683949]"
3284,gene-PA1547,1684077,1684760,PA1547,-,PA1547,"[1684077, 1684760]"
3286,gene-PA1548,1684753,1684962,PA1548,-,PA1548,"[1684753, 1684962]"
3288,gene-PA1549,1684941,1687376,PA1549,-,PA1549,"[1684941, 1687376]"
3290,gene-PA1550,1687373,1687912,PA1550,-,PA1550,"[1687373, 1687912]"
3292,gene-PA1551,1687924,1689339,PA1551,-,PA1551,"[1687924, 1689339]"
3294,gene-PA1552,1689557,1690513,ccoP1,-,PA1552,"[1689557, 1690513]"
3296,gene-PA1552.1,1690510,1690695,ccoQ1,-,PA1552.1,"[1690510, 1690695]"
3298,gene-PA1553,1690701,1691312,ccoO1,-,PA1553,"[1690701, 1691312]"
3300,gene-PA1554,1691327,1692754,ccoN1,-,PA1554,"[1691327, 1692754]"
3302,gene-PA1555,1693119,1694045,ccoP2,-,PA1555,"[1693119, 1694045]"
3304,gene-PA1555.1,1694042,1694227,ccoQ2,-,PA1555.1,"[1694042, 1694227]"
3306,gene-PA1556,1694233,1694841,ccoO2,-,PA1556,"[1694233, 1694841]"
3308,gene-PA1557,1694852,1696279,ccoN2,-,PA1557,"[1694852, 1696279]"
3310,gene-PA1558,1696467,1697099,PA1558,+,PA1558,"[1696467, 1697099]"
3313,gene-PA1561,1698382,1699947,aer,-,PA1561,"[1698382, 1699947]"
3316,gene-PA1562,1700320,1703052,acnA,-,PA1562,"[1700320, 1703052]"
3318,gene-PA1563,1703379,1704437,PA1563,+,PA1563,"[1703379, 1704437]"
3320,gene-PA1564,1704522,1704761,PA1564,+,PA1564,"[1704522, 1704761]"
3322,gene-PA1565,1704793,1706103,PA1565,-,PA1565,"[1704793, 1706103]"
3324,gene-PA1566,1706172,1707536,PA1566,-,PA1566,"[1706172, 1707536]"
3326,gene-PA1567,1708004,1709401,PA1567,-,PA1567,"[1708004, 1709401]"
3328,gene-PA1568,1709412,1709765,PA1568,-,PA1568,"[1709412, 1709765]"
3330,gene-PA1569,1709821,1711191,PA1569,-,PA1569,"[1709821, 1711191]"
3332,gene-PA1570,1711569,1712450,PA1570,+,PA1570,"[1711569, 1712450]"
3334,gene-PA1571,1712519,1712698,PA1571,-,PA1571,"[1712519, 1712698]"
3336,gene-PA1572,1712908,1714053,PA1572,+,PA1572,"[1712908, 1714053]"
3338,gene-PA1573,1714064,1714660,PA1573,+,PA1573,"[1714064, 1714660]"
3340,gene-PA1574,1714778,1715059,PA1574,-,PA1574,"[1714778, 1715059]"
3342,gene-PA1575,1715154,1715705,PA1575,-,PA1575,"[1715154, 1715705]"
3344,gene-PA1576,1715809,1716675,PA1576,+,PA1576,"[1715809, 1716675]"
3346,gene-PA1577,1716682,1717023,PA1577,-,PA1577,"[1716682, 1717023]"
3348,gene-PA1578,1717139,1717894,PA1578,+,PA1578,"[1717139, 1717894]"
3350,gene-PA1578a,1717998,1718252,PA1578a,+,PA1578a,"[1717998, 1718252]"
3352,gene-PA1579,1718386,1718994,PA1579,+,PA1579,"[1718386, 1718994]"
3355,gene-PA1580,1719109,1720395,gltA,-,PA1580,"[1719109, 1720395]"
3357,gene-PA1581,1720744,1721130,sdhC,+,PA1581,"[1720744, 1721130]"
3359,gene-PA1582,1721124,1721492,sdhD,+,PA1582,"[1721124, 1721492]"
